Source Port,Destination Port,Packet Length,Anomaly Scores,Timestamp_encoded,Source IP Address_encoded,Destination IP Address_encoded,Protocol_encoded,Packet Type_encoded,Traffic Type_encoded,Payload Data_encoded,Malware Indicators_encoded,Alerts/Warnings_encoded,Attack Type_encoded,Attack Signature_encoded,Action Taken_encoded,Severity Level_encoded,User Information_encoded,Device Information_encoded,Network Segment_encoded,Geo-location Data_encoded,Proxy Information_encoded,Firewall Logs_encoded,IDS/IPS Alerts_encoded,Log Source_encoded
51277,59004,1179,73.95,6393,20169,32062,0,1,2,19919,0,0,2,1,1,0,5335,1437,0,897,5284,0,1,0
62826,34613,706,64.42,18970,28376,27378,2,0,1,5570,1,0,0,0,1,1,25732,458,2,7217,20148,0,1,1
27633,11636,256,38.43,37682,24637,37919,1,0,0,28226,0,1,2,0,2,2,15495,11325,1,7377,20148,1,1,0
53034,39980,278,51.14,6605,39094,27832,0,0,0,30602,1,0,0,0,0,1,16762,22506,0,1693,20148,0,1,0
47192,58268,1051,82.81,30460,36660,36115,0,0,2,5814,1,1,2,0,2,2,8159,19148,0,8339,16645,0,1,1
6421,23136,892,96.47,35034,18379,18234,2,1,2,760,0,0,0,1,2,1,8478,21536,0,7121,20148,0,0,1
36301,59576,1086,22.6,19772,25383,38086,0,0,2,10619,0,1,1,1,0,2,21541,25994,0,656,20148,1,1,0
64459,37392,433,1.81,30092,13150,23905,2,1,0,1326,1,1,2,1,2,1,10696,31605,0,5328,8849,0,0,0
7882,6945,844,86.77,35745,1659,29011,0,1,2,7857,0,0,0,0,1,0,24708,28435,0,8306,20148,1,0,0
45148,37917,253,0.34,32398,11998,4659,0,1,1,4704,0,1,2,0,2,0,11604,4336,1,4430,8571,1,1,1
6615,4363,249,20.57,17705,8142,13178,2,1,1,19348,0,0,0,0,1,2,3363,17987,2,8124,20148,0,1,1
59446,61239,967,74.91,11777,12362,14672,1,0,1,27426,0,1,2,1,1,0,11391,306,2,6987,20148,0,0,0
38992,9454,136,88.3,22433,12569,910,0,0,0,3393,1,1,0,1,2,1,3371,30082,2,1688,20148,1,0,0
20972,5942,965,87.93,1501,9425,32941,1,1,1,17637,1,1,0,0,1,0,14040,16943,2,3861,4307,0,1,0
46533,2834,1423,65.03,33375,35899,15121,0,0,0,33558,0,1,2,0,1,2,22209,18101,2,2472,20148,0,0,1
30467,38532,528,96.27,24592,23975,2639,0,0,2,29512,0,1,1,1,2,2,14413,7218,1,324,20148,0,0,1
8713,45283,877,93.68,19922,33246,18863,2,1,1,13004,1,0,0,0,1,2,27712,17935,1,3380,20148,1,0,1
14694,48763,915,33.68,657,12477,31108,0,1,2,37231,1,0,0,1,0,2,22273,18025,2,4490,4217,0,1,0
9904,23248,1351,78.84,6303,13358,7845,1,0,1,20071,1,0,2,0,0,2,12275,15159,2,6700,19151,0,1,0
43782,42704,1095,29.75,36555,38029,28217,1,0,2,29593,1,1,0,0,0,2,14407,23026,2,3815,15734,1,0,1
44180,27884,1156,52.97,11977,21827,32860,1,0,1,15893,0,0,0,0,1,2,29876,19209,1,6683,17939,0,1,1
42999,20281,471,34.87,25509,25488,9996,2,1,2,8138,0,0,2,1,1,0,7754,22434,0,209,20148,0,1,1
52176,23318,723,10.65,22254,5372,28257,0,0,2,27665,1,1,0,0,2,1,3148,11570,2,6183,12742,0,1,0
5311,40060,1035,84.97,32535,39046,23616,1,0,0,22561,1,0,2,0,0,1,1202,1272,1,8070,2440,0,1,0
36765,59768,641,17.18,354,27734,30996,1,1,1,14304,1,1,1,0,0,1,19985,18781,0,4751,15021,0,1,0
54348,35734,648,0.99,39261,3102,32110,0,0,2,36309,1,1,0,1,0,2,17786,1021,1,8598,2409,1,0,1
57577,2465,316,68.46,36226,18471,34335,2,1,2,30543,0,1,0,1,2,2,16175,28878,1,3012,20148,0,0,0
25290,63460,212,51.67,7682,29464,8270,0,0,2,6876,0,0,0,1,0,2,4640,25076,0,4287,496,1,0,1
29066,9469,1304,75.72,30349,1168,34199,1,0,0,3454,0,0,1,1,2,1,20066,30079,1,8721,20148,1,0,1
8538,30937,1203,8.53,2794,32250,13851,0,0,2,14578,0,0,1,0,0,1,9082,27518,0,4813,20148,1,1,0
26432,50940,1387,81.3,30014,11364,38504,0,1,2,22987,0,0,0,0,1,0,3033,5026,2,965,18666,0,0,0
37799,2141,1408,83.23,25133,32034,33112,2,0,1,10588,0,0,0,0,0,2,28725,18113,2,8279,5422,1,0,1
26789,62422,861,28.61,37149,7889,35490,0,1,1,25826,1,1,0,1,1,0,27461,23237,2,3302,1101,1,1,0
51361,11687,1208,27.9,18562,24208,12982,0,0,1,36591,1,1,0,0,2,0,14968,18311,2,6817,20148,1,1,1
2306,28093,1474,47.68,35507,17793,22268,0,1,0,39947,0,1,1,0,1,2,20450,27580,1,9,7926,1,1,1
51716,40528,604,2.89,27045,17706,22115,1,1,2,37201,1,0,1,1,1,0,31063,24050,0,2564,20148,1,0,1
40595,26121,1007,77.95,6234,11502,23508,2,1,2,9723,0,1,2,0,1,2,20186,20038,1,4140,11803,1,0,1
57013,14180,588,93.55,36945,17592,7867,2,1,0,3343,0,0,0,1,2,0,6019,12348,1,5806,20148,1,1,1
61946,10336,1121,20.08,6092,27814,14448,1,1,2,22329,0,1,0,1,0,0,30473,18152,0,6585,20148,0,1,0
62444,53147,1078,37.68,1435,11199,5029,0,0,2,23676,1,1,1,0,0,2,3808,18085,0,3310,17454,0,0,0
28347,24931,1033,7.67,288,3953,5659,0,0,2,2993,0,0,1,0,1,0,24079,18170,0,7734,1048,1,0,1
25263,61528,722,83.4,18777,31417,31908,2,1,2,34736,0,1,1,0,2,1,12866,15940,2,6028,20148,1,0,1
27823,62391,423,60.19,16160,27155,6947,1,1,0,7915,1,1,1,0,0,2,27843,30399,1,8477,20148,0,0,0
25551,4930,1280,75.82,37877,38012,5472,2,0,2,16706,0,1,0,0,0,1,26014,26190,2,6731,4782,0,1,1
29143,41095,508,72.29,18844,10938,2531,0,1,2,35060,1,0,1,0,2,0,20881,27470,2,7028,19906,0,0,1
36806,5293,722,11.61,37365,25149,34462,1,1,1,12165,1,1,0,0,2,1,13135,17098,1,417,18514,1,0,1
40776,59031,394,0.25,36681,18685,6023,0,1,2,31501,0,1,2,1,2,1,5724,18278,2,7744,9425,0,1,0
21743,58180,1187,39.96,37253,5477,31592,0,1,2,3369,1,1,1,0,0,0,15137,27161,2,524,20148,1,0,0
27842,10645,1488,26.82,14152,10774,7495,2,0,0,32802,0,0,1,1,1,0,17648,4837,2,3573,20148,1,1,1
50047,18935,1107,89.88,20969,29255,3220,0,0,0,35248,0,1,1,1,1,0,3998,12634,0,8127,1314,1,0,0
27491,50747,1292,45.33,27150,37339,18327,2,1,0,32679,0,0,0,0,1,0,20019,25032,1,5729,20148,0,1,0
22620,50711,75,31.15,24563,15239,20760,0,0,1,20517,1,1,1,1,1,2,7056,17965,1,4646,14726,1,0,1
38399,36867,816,91.97,18753,15142,27715,0,1,1,37418,0,0,0,0,0,1,7781,22785,0,2902,15616,1,1,1
29957,5380,1356,6.35,28560,22008,36584,0,0,1,20787,0,0,1,0,0,2,16255,7926,0,7745,17404,1,1,1
26759,2943,204,21.85,8978,1249,36022,2,1,0,22895,1,1,0,1,0,0,21317,10020,1,2090,14587,1,1,0
29154,14876,392,81.17,3248,11205,30335,2,0,1,33163,1,0,2,0,1,0,6614,5171,1,355,11095,1,0,1
2291,40167,554,89.5,19559,25683,15676,0,1,0,10394,0,0,0,1,0,1,6404,1482,1,4350,20148,0,0,0
35739,6107,1005,8.62,7104,20412,28480,0,0,0,16490,1,1,0,1,1,1,8848,22177,1,173,17972,1,1,0
7128,48396,436,22.06,14305,3494,20400,1,1,0,31442,0,0,1,1,0,0,27809,31318,1,6971,20148,1,0,1
4117,54468,844,83.93,38610,7582,6038,2,1,2,12340,0,1,0,0,2,2,1299,9263,1,8101,1356,0,0,0
21886,18581,450,54.51,17795,38970,5476,1,1,0,6674,0,0,1,0,2,2,4025,23161,2,976,16196,1,0,1
7851,60017,108,9.88,17624,1112,38790,2,0,2,19724,0,1,2,1,2,0,15933,29370,1,273,2800,1,0,1
1156,14138,1094,85.46,13023,3072,8265,0,0,0,31740,0,1,0,0,1,2,26741,26990,2,4896,20148,0,0,0
10176,4748,669,0.55,39005,30285,23841,1,0,1,24850,0,0,1,1,0,2,14554,5434,2,54,18188,1,0,1
18851,40709,657,94.49,31098,37172,30262,1,1,1,29761,1,0,2,0,2,0,7077,18189,2,6525,20148,0,0,0
37011,57007,1440,76.38,35275,34813,30588,1,0,2,37651,1,0,2,0,2,0,28128,14137,2,3200,13107,1,1,1
57522,15834,1206,59.04,7327,6563,10874,2,1,2,4810,0,0,1,1,1,1,19054,25148,1,2354,18642,1,0,0
55172,57368,468,53.78,5158,1451,10309,1,0,0,20826,0,1,0,1,1,0,7663,17938,2,8167,20148,1,1,0
43081,65360,753,36.65,14697,5864,6471,2,0,0,13448,0,0,2,1,2,0,19120,9979,0,5486,20148,0,1,1
62876,16474,1389,98.99,5853,37114,35819,1,0,1,11603,1,0,1,1,0,1,23985,5428,1,3647,635,0,1,0
56673,25157,719,35.61,17219,4104,36176,2,0,1,27099,0,1,0,1,1,2,11200,1731,2,3475,20148,0,1,1
50507,42551,804,33.32,38942,4261,32352,1,0,0,9003,0,0,0,1,0,2,12329,18146,0,7852,20148,0,1,0
64584,31731,673,96.01,6782,11699,33009,1,0,0,11128,0,0,1,1,1,0,16243,7372,2,7342,18901,0,0,0
58891,16056,1404,3.12,5281,1181,1180,0,0,0,6186,0,0,2,0,0,1,7955,30450,0,4033,20148,1,1,1
8340,17013,1174,73.26,8356,8941,1260,0,0,2,4663,1,1,2,1,2,1,4301,15701,2,2777,20148,1,1,0
2826,15284,1334,72.59,6203,24187,28464,0,1,2,31297,1,0,2,0,1,2,25436,28901,0,2534,17286,0,1,1
52525,38615,802,8.53,38584,12805,7661,0,1,2,11893,0,0,2,0,0,1,21823,22030,0,6533,6932,1,0,0
34524,41651,1364,48.96,6473,14042,37384,2,0,0,2113,1,1,0,1,1,0,8782,11720,1,1797,15089,1,0,0
54471,28561,790,67.43,16037,2487,33403,0,1,1,1539,0,0,0,1,0,2,22488,11440,0,5945,6824,0,1,1
63529,11382,749,4.52,35659,24043,8281,1,1,1,12051,0,0,2,1,2,0,5377,18209,2,4996,16555,0,1,0
57710,8389,1265,29.75,30759,25430,34164,1,1,0,38719,1,0,0,0,1,0,26596,1608,1,3257,20148,0,0,1
3538,53493,1292,71.4,18930,39069,32712,2,1,1,442,0,0,0,1,2,1,15950,31630,2,2652,12625,1,0,0
46739,16415,1270,37.01,18842,8232,10457,1,0,0,35508,1,0,0,1,0,2,3145,20266,2,8367,20148,0,0,0
41373,29111,1215,3.51,30237,23668,16525,0,1,2,18835,1,0,0,0,1,2,10415,11890,2,8186,5301,0,1,0
27742,58419,964,90.83,39916,8208,33303,2,0,2,25523,1,1,2,1,0,0,31324,18113,0,7340,10168,0,0,0
26378,29733,398,53.55,27382,5214,32979,2,0,2,12618,1,1,1,1,0,1,2270,17901,0,6987,20148,1,0,1
14540,52963,1146,87.84,19196,10468,39582,1,1,0,6,0,0,0,1,0,1,14500,18174,2,2976,19139,0,1,1
29671,62386,1091,10.37,3679,28751,24087,0,1,1,23669,0,0,2,0,0,2,23851,25577,0,7278,17135,0,0,0
62422,25012,348,53.77,23053,11705,2561,2,1,2,16461,0,1,0,1,2,1,24613,9427,2,123,20148,0,0,1
35705,25618,1073,63.99,16137,21929,21750,0,0,1,19867,0,1,2,1,0,0,2241,23561,1,7977,10016,1,0,1
38355,46207,114,82.16,13662,28257,11027,2,1,1,3479,0,0,2,1,1,1,24221,11960,2,2775,20148,1,0,1
40944,12487,545,45.99,4433,29756,6908,2,1,2,28032,1,0,1,1,1,1,19122,14772,0,5742,20148,1,0,0
52508,51521,760,99.93,9965,39663,11780,0,1,2,25746,1,1,0,0,0,1,20937,18278,1,471,20148,0,0,0
43698,46572,116,10.63,39630,34366,11340,1,0,1,24677,0,1,1,1,2,2,23100,19515,2,6875,20148,1,0,1
1463,19459,580,54.07,16064,14606,12523,2,1,2,15347,1,0,0,0,1,0,10169,13785,1,3026,19406,1,1,0
8739,12208,1011,3.51,21701,8376,10145,1,1,0,8820,0,0,0,0,0,0,573,5275,0,304,10094,0,0,0
59641,47841,83,76.01,21712,29920,26140,0,1,1,25556,0,1,0,0,1,0,21773,16978,1,8168,16034,1,1,0
1112,31702,1322,8.8,39636,7105,30237,0,1,2,3799,1,0,1,0,1,2,17178,1605,1,6118,20148,1,0,1
18359,40278,137,1.65,30054,18532,20458,0,1,2,15783,1,0,1,0,2,0,17077,13672,2,6353,7078,1,1,1
60974,55545,445,42.79,36808,31091,27866,0,1,0,12511,1,0,1,1,2,0,18509,22504,0,3703,17926,1,0,1
14130,6579,86,57.9,33447,30685,37944,1,0,1,9299,0,1,1,0,2,2,11654,12891,1,2764,20148,0,0,0
7394,63707,546,74.54,38369,29628,22974,2,0,1,349,0,1,1,0,2,1,16995,22397,0,2136,18058,1,1,0
48227,4601,223,27.01,23595,28601,36240,0,0,2,24431,1,0,1,1,1,2,1151,18441,0,2228,8624,1,1,0
47315,31268,415,79.79,3377,14879,18366,0,1,0,20995,1,0,1,1,2,2,29762,18171,1,8219,20148,1,0,1
17433,50668,189,1.6,31149,19228,11442,2,0,2,28674,1,0,2,1,2,0,19578,17791,0,1343,20148,0,1,1
14769,51816,1237,37.88,38718,9206,18597,2,0,1,2663,1,0,1,1,0,1,23852,15875,2,7397,257,1,1,0
52201,19308,1314,77.23,25216,5011,20922,2,0,1,26656,0,0,2,1,0,2,21824,7373,1,6471,20148,1,0,1
22039,55331,958,44.85,11133,23560,8853,1,0,1,95,0,0,2,1,0,1,14684,28269,2,7819,318,1,1,1
58534,13674,271,86.51,24189,12907,7135,1,1,2,24145,1,1,2,0,0,2,31400,16694,1,4845,7737,1,1,1
53388,37660,957,48.68,1257,20124,627,2,1,2,18754,1,1,0,1,0,1,18086,10966,0,7674,16612,0,1,1
34026,51394,1496,74.01,26562,21187,26061,2,1,2,148,0,0,2,0,0,1,5825,23837,1,3787,20148,1,1,1
9810,20535,700,9.56,7479,18357,19493,2,1,2,10637,1,1,1,0,0,2,6337,14593,1,6597,20148,1,1,0
40845,41319,376,60.26,31070,38685,14218,1,1,2,26651,1,0,0,1,2,1,5567,18091,2,2271,11762,0,0,0
25578,55228,221,69.92,36404,22787,31742,1,0,1,13108,1,0,2,1,1,1,6919,17910,0,1597,20148,1,1,1
15039,8958,425,66.49,29570,7448,23713,2,1,0,9663,0,1,1,1,1,2,21466,18023,0,6455,20148,0,0,0
64254,62818,870,57.16,25674,23595,479,0,0,2,23795,0,0,1,0,0,2,581,18084,0,3686,2133,0,1,1
44436,34791,1346,74.67,35474,16502,8509,0,0,0,36249,0,1,0,0,0,2,12397,10631,0,8584,8618,1,0,1
60693,63558,854,10.8,32878,33938,26415,1,1,1,27470,0,0,2,1,1,1,19533,5243,1,1909,20148,1,0,1
15689,17292,590,16.05,38894,4509,25183,0,1,1,9443,1,0,0,1,1,0,9587,16201,2,1402,9809,1,1,1
27456,14560,989,48.56,32085,36636,38407,2,1,0,15770,1,0,1,0,2,0,20965,21818,0,289,155,1,0,0
5572,5623,260,91.11,18568,16349,34819,2,0,2,10205,0,0,2,1,2,1,21940,8782,1,1558,20148,0,0,1
8370,59647,1007,66.1,33711,3829,15648,0,0,0,5997,0,0,2,1,0,2,20779,15976,1,7681,32,0,0,0
25970,19759,357,42.18,897,17157,35933,0,1,1,8022,1,1,1,1,2,0,28538,18191,0,2132,20148,1,0,0
28522,12919,1376,50.12,5026,2853,39655,2,1,2,22120,1,0,0,0,2,1,26848,2958,0,498,104,1,0,1
54644,9485,1302,7.62,19958,12549,4753,2,1,2,35383,1,0,0,1,2,1,23097,5072,0,2383,20148,1,1,0
11998,52789,939,37.97,35416,19411,20546,1,1,0,32939,1,0,1,1,2,2,12939,18027,2,8443,20148,0,1,1
45815,7695,775,20.19,32582,14206,31731,2,1,1,27185,1,0,1,1,1,2,21133,25748,0,4667,19197,1,0,0
30590,12053,142,34.15,10440,27801,9803,1,0,1,7945,1,1,0,1,0,1,4498,21343,0,1670,20148,1,1,0
59588,6691,163,31.71,28288,35574,1308,0,1,0,18400,0,0,2,1,0,1,19335,10885,1,3286,20148,0,1,0
19152,52272,452,36.64,5561,36863,24006,0,1,0,38109,1,0,0,1,2,2,16549,11797,1,900,10725,0,1,0
41460,37399,1249,20.35,37240,34592,2436,2,0,0,17258,0,0,2,1,0,2,11008,18010,1,8060,16854,1,0,0
40225,31062,554,29.95,17990,27368,12667,2,0,1,25157,0,0,1,0,0,1,21543,29021,1,3237,20148,1,0,0
27584,31421,1218,97.55,4757,32911,21288,0,1,0,29541,0,1,2,0,2,2,18683,18130,0,8710,20148,0,1,0
13338,9753,292,44.59,30568,13585,2972,0,0,1,14797,1,1,2,0,2,2,25024,16414,0,8042,20148,0,0,0
45014,16949,414,93.6,33082,4527,16695,1,0,2,30577,1,1,0,0,2,0,7152,7063,2,6915,10710,0,1,1
13103,36581,233,95.12,2401,34794,1370,1,1,0,602,1,0,0,1,2,1,11808,143,0,3785,20148,0,1,0
49957,25017,986,49.52,9539,1348,22546,2,1,2,15676,1,1,0,1,1,1,18131,18108,2,8585,13809,0,1,1
23862,49287,1186,68.14,21787,33191,38841,0,0,0,2854,0,1,1,1,1,0,23271,20174,0,4128,6577,0,1,0
15485,35147,67,5.65,31478,14752,7063,2,0,1,3420,1,1,2,1,0,1,986,29758,0,4806,11526,1,1,0
40431,10403,593,9.15,11539,14216,14052,1,1,1,9273,1,1,0,0,1,2,4885,13283,2,1958,12251,1,1,1
25875,42591,390,2.85,28134,34800,21713,0,1,0,6455,0,1,2,1,1,0,25091,5692,1,1726,20148,1,0,1
18842,38728,1092,4.8,16410,16176,8312,2,0,0,5360,0,1,0,1,0,0,14094,11310,1,7819,20148,1,1,0
5448,64342,1316,35.6,27165,31742,2258,0,0,0,14543,1,0,0,1,1,1,13415,22067,0,776,7608,0,1,1
23911,19632,570,83.34,37747,34820,39006,2,1,0,34125,0,1,0,1,0,1,13496,25794,2,4887,7160,1,1,1
40455,25901,509,56.49,29377,14695,32495,1,1,2,26243,1,0,2,1,1,0,16343,15789,2,6294,20148,0,0,0
16312,43867,166,5.74,11759,32156,20239,1,0,2,9837,1,1,2,1,1,1,10777,24960,0,649,8531,0,0,0
1991,29984,482,90.5,27314,1768,20171,2,0,1,30672,0,1,2,1,2,1,25565,30830,1,2016,16394,1,0,1
39365,56223,1321,85.1,34525,35648,13278,0,0,2,27700,1,0,1,1,2,2,10188,26228,2,2082,20148,0,1,0
14100,61616,846,65.26,11681,20500,16610,2,1,1,2771,0,0,2,1,1,2,30858,17924,2,3065,20148,0,1,1
37650,28114,1020,12.46,23604,27585,6133,2,1,2,11020,0,1,1,0,1,0,24940,6851,1,7509,16885,0,1,0
17185,15763,1229,30.88,25845,15333,17393,0,0,0,16191,1,1,0,1,1,0,11739,31706,0,8667,20148,0,0,0
34865,53721,622,17.69,26007,29083,36940,0,0,1,12760,1,0,1,0,1,1,29636,11788,1,7244,20148,1,0,1
32435,14118,1319,15.39,17779,16817,25210,2,1,1,18381,1,1,0,0,0,1,24506,16283,0,266,20148,1,0,1
6269,48436,900,44.45,14800,27173,16226,0,1,1,8247,0,1,1,0,2,0,13815,516,0,7561,3899,0,1,1
4720,6197,1321,47.58,19832,31342,30194,0,1,0,12997,1,0,1,1,0,2,25893,22801,2,899,16666,0,0,1
58623,48375,888,35.94,9942,11740,30478,2,1,1,30595,0,1,2,1,0,1,8860,31714,1,7321,20148,0,1,1
40281,63365,554,18.11,33131,32114,2474,2,1,0,33398,1,0,0,1,0,2,23252,18219,2,3637,20148,1,0,1
38308,42331,1088,93.68,18403,21308,4213,1,0,2,11491,1,0,0,0,1,2,19945,18278,2,2124,5155,1,0,1
60291,57394,735,26.01,28907,17360,34999,2,0,1,6938,1,0,2,0,0,0,27729,10968,0,7016,9081,0,1,0
2705,27980,827,54.72,33167,7015,5536,2,1,2,18246,1,1,1,1,0,2,16149,22377,1,2863,18825,0,0,0
38025,22520,913,92.11,21373,12296,19207,1,0,1,32395,1,0,2,0,1,0,27302,18988,0,3443,5673,1,0,1
57160,14270,662,25.6,18608,28581,5965,0,0,1,3758,0,0,2,0,1,2,14486,550,0,6587,20148,1,0,1
25615,45539,1076,76.88,7651,33780,38187,2,1,0,4612,1,1,1,0,1,0,415,24685,1,5967,20148,0,1,1
51630,5593,199,87.69,26358,387,24820,2,1,2,4408,0,0,1,1,2,0,11841,18203,2,8440,862,1,1,0
16182,9416,526,6.99,1448,19481,9261,0,0,2,8623,0,0,1,1,1,0,24353,18206,2,7474,20148,1,1,0
55475,63452,988,93.41,22833,28108,7525,2,0,2,13645,0,0,2,0,0,0,15774,21534,0,5945,20148,1,1,0
21301,26434,125,51.8,12640,33263,16072,2,0,1,35447,1,0,0,0,1,2,7018,17952,2,2233,18771,1,0,0
53599,49174,1147,58.45,32880,11458,9854,1,1,0,11498,0,1,2,0,2,2,10890,12043,2,4684,9177,0,1,1
38671,60476,404,80.12,20319,22874,12736,0,1,0,22465,0,0,0,1,2,2,2004,10305,2,1881,6825,1,1,1
31374,32735,1282,60.55,39703,480,28395,0,0,0,16782,0,0,0,0,0,2,17299,18273,2,4326,6667,1,1,1
64795,8815,1421,98.89,26431,38169,8419,1,0,1,11457,1,0,0,1,0,1,18862,30557,0,6551,3756,0,0,0
64863,35690,1355,31.86,19226,2904,37572,1,1,2,31669,0,1,0,0,2,1,14778,17935,1,8686,19822,0,0,0
46537,39175,1171,86.42,8236,11768,5141,2,1,0,10524,0,1,0,0,2,2,10032,22291,0,7709,5572,0,1,0
23132,40105,219,73.44,10780,1749,28991,1,0,2,14394,0,0,1,1,1,1,2927,18799,0,7623,5475,1,0,0
19466,21990,204,49.58,8911,36793,5219,2,0,0,21661,0,0,2,1,0,0,19679,18141,0,2863,20148,1,1,1
4123,40770,911,84.86,38661,9656,13769,2,1,2,19667,1,1,1,1,2,2,31292,10002,1,2961,1883,1,0,1
55396,11386,1007,99.37,20094,23190,18263,1,0,1,27685,1,0,0,0,0,2,25747,18047,0,5497,20148,1,0,1
43457,7938,698,6.53,22652,38124,39457,1,1,1,35961,1,1,1,0,0,0,10967,18197,0,7152,1425,1,0,1
26691,57944,365,96.82,26215,18039,33658,2,0,2,10874,1,1,2,1,0,2,944,2991,2,8100,20148,0,0,0
53546,30916,110,6.71,30171,14624,16773,2,0,2,36106,1,1,0,1,1,1,11712,13923,2,6755,20148,1,1,1
21628,49961,727,16.88,2437,17974,26982,0,0,0,12400,0,0,1,1,2,1,15503,17040,1,969,12690,1,1,1
2421,59233,796,31.72,16435,11827,13113,2,0,2,8958,0,1,0,0,2,1,28305,17789,1,777,12415,0,1,0
2623,51939,423,0.85,34758,30495,7141,0,0,0,398,0,0,0,0,2,1,29392,5799,1,5573,17408,0,0,0
33673,51146,1058,84.71,17825,15675,25058,1,0,0,22636,1,1,0,0,1,1,6578,13171,1,6,18892,0,1,0
16229,10197,432,37.13,27351,1856,15169,0,1,0,36099,1,1,1,1,0,0,17125,18399,2,3503,4009,0,1,1
33663,50230,88,62.71,5635,7353,5208,2,0,0,2588,1,0,0,0,0,0,244,12775,1,2674,240,1,1,1
28247,23147,995,37.99,22065,26120,6240,1,0,0,4618,0,1,1,1,0,2,10210,9951,1,6799,20148,1,1,1
10836,1649,952,24.29,9204,12180,25701,1,0,0,4021,0,1,1,0,1,2,3100,72,2,5952,20148,1,0,0
31891,13797,1032,27.77,2353,26027,36243,0,1,1,27729,0,0,0,0,0,2,1371,10510,0,1930,20148,1,0,1
22599,7614,148,43.89,39111,29266,33215,1,1,2,8610,1,1,0,1,2,2,17852,26857,0,3077,6771,0,0,1
31893,10701,1497,31.86,6163,9400,2476,0,0,0,3180,0,1,0,0,0,1,6481,13426,1,1087,20148,1,0,0
19594,19736,611,69.61,11719,33788,18759,2,1,1,37120,0,1,0,0,0,1,28260,18227,0,1137,20148,0,1,0
62580,4748,215,64.95,4826,13161,11326,1,1,1,16106,1,0,2,0,0,0,29315,17990,2,4021,20148,0,1,1
5120,33677,1382,44.26,33487,13944,34334,0,0,2,24903,1,1,0,1,0,0,7314,15704,0,2314,13468,0,1,0
53897,1134,299,25.2,33112,38123,457,2,1,1,9700,1,1,1,1,1,2,11697,3089,0,704,20148,1,1,0
48831,34504,1448,31.67,25815,22201,8365,0,0,2,17359,0,1,2,1,0,1,30775,2236,1,3487,7063,1,0,1
12852,16020,191,30.51,11840,15790,11405,1,0,2,1795,1,0,1,1,2,2,6016,28659,1,776,2912,0,0,1
42096,20447,310,52.12,15660,5392,16851,0,1,0,101,0,1,1,1,1,1,19128,9711,2,5923,13969,1,0,1
10304,48474,1222,3.14,20056,6855,38087,2,1,1,29191,1,0,0,0,0,0,12636,26365,2,2416,14401,0,0,1
55664,18834,1148,18.01,15232,39531,312,2,0,1,21690,1,0,1,0,1,0,30515,20530,2,3365,5990,1,0,0
35902,8677,602,72.57,25710,9954,28866,1,0,1,39613,1,1,1,0,1,2,19589,18260,2,2738,20148,0,1,0
63895,5790,132,36.88,35485,482,32090,2,0,0,17481,0,1,0,1,0,1,15850,8583,2,5585,17034,1,0,0
4444,23964,301,65.31,15916,24959,34287,1,1,0,29587,0,1,1,1,0,1,17088,11493,1,192,4532,0,1,0
34578,39628,1483,50.2,27592,36217,37184,0,0,2,17025,1,1,2,1,2,1,16215,18064,0,2557,20148,1,0,1
51602,44287,316,23.48,16922,39053,8967,1,1,2,13264,1,1,1,1,2,2,19776,23974,1,7571,20148,1,0,0
51779,45824,516,46.81,12953,38487,9276,2,0,1,21956,1,1,2,1,2,2,21475,24292,2,5922,16319,1,1,1
22250,59553,1419,48.44,3539,30430,21464,2,0,0,1766,0,0,0,0,1,1,26034,12561,0,7738,20148,0,1,0
59138,44694,1255,46.69,35936,35756,36783,2,1,2,23294,0,1,0,0,1,0,27973,18044,0,3846,20148,1,1,0
16401,55386,550,47.88,21756,33067,25998,0,1,1,10711,0,0,0,0,2,0,30985,8761,1,1869,20148,0,0,1
40939,3399,1366,46.98,33335,4260,17991,1,1,1,3497,0,1,2,1,2,0,14135,11127,1,1176,20148,0,1,0
53087,5140,1151,27.06,1960,7618,35416,2,1,0,21954,0,0,2,1,1,0,20629,16507,2,5783,3456,1,1,0
10972,37739,99,33.23,3366,20769,39087,0,0,1,37621,0,0,1,1,2,0,13417,25245,1,8408,9389,0,0,1
42925,25979,1049,98.45,9908,23014,38928,2,0,2,15387,0,1,2,0,1,0,10747,27281,0,5086,20148,0,0,0
44307,9591,199,57.01,6737,19545,11304,2,0,0,2018,1,1,2,0,2,0,24993,6032,1,504,20148,1,0,0
2459,6684,838,83.51,13856,25593,1053,0,0,0,33222,1,0,1,0,2,1,25409,18198,0,5750,17660,1,1,0
6586,40103,1143,93.76,4978,2455,13199,0,1,2,3563,0,0,2,1,1,0,15548,13435,0,3343,11860,0,0,1
43220,40544,738,14.93,12270,12269,16552,0,0,2,983,0,1,0,0,2,2,11186,19204,2,1700,20148,1,1,0
6954,20736,662,79.21,18389,18662,13594,1,1,0,8244,1,0,1,1,0,2,17533,9157,1,4607,8863,1,1,0
65240,15914,365,99.21,27615,18830,36707,0,0,2,16893,1,1,0,0,2,1,25314,15539,2,3165,20148,0,1,1
58560,5450,991,16.0,7478,10650,34901,0,0,0,37451,1,1,0,1,1,0,13915,25201,1,6911,20148,0,1,1
10672,16554,1149,14.8,13761,3876,31727,2,0,0,26404,0,0,0,0,2,1,10065,9735,0,1206,19853,0,0,0
